timestamp,open,high,low,close,volume
2004-06-01 17:00:00+00:00,2.08985,2.08985,2.08985,2.08985,2
2004-06-02 17:00:00+00:00,2.08215,2.08215,2.08215,2.08215,2
2004-06-03 17:00:00+00:00,2.08995,2.08995,2.08995,2.08995,2
2004-06-04 17:00:00+00:00,2.09965,2.09965,2.09965,2.09965,2
2004-06-06 17:00:00+00:00,2.10195,2.10195,2.10195,2.10195,2
2004-06-07 17:00:00+00:00,2.09895,2.09895,2.09895,2.09895,2
2004-06-08 17:00:00+00:00,2.09355,2.09355,2.09355,2.09355,2
2004-06-09 17:00:00+00:00,2.06575,2.06575,2.06575,2.06575,2
2004-06-10 17:00:00+00:00,2.0732,2.0732,2.0732,2.0732,2
2004-06-11 17:00:00+00:00,2.06175,2.06175,2.06175,2.06175,2
2004-06-13 17:00:00+00:00,2.06175,2.06175,2.06175,2.06175,2
2004-06-14 17:00:00+00:00,2.07265,2.07265,2.07265,2.07265,2
2004-06-15 17:00:00+00:00,2.08305,2.08305,2.08305,2.08305,2
2004-06-16 17:00:00+00:00,2.06525,2.06525,2.06525,2.06525,2
2004-06-17 17:00:00+00:00,2.0699,2.0699,2.0699,2.0699,2
2004-06-18 17:00:00+00:00,2.08185,2.08185,2.08185,2.08185,2
2004-06-20 17:00:00+00:00,2.08235,2.08235,2.08235,2.08235,2
2004-06-21 17:00:00+00:00,2.08485,2.08485,2.08485,2.08485,2
2004-06-22 17:00:00+00:00,2.08385,2.08385,2.08385,2.08385,2
2004-06-23 17:00:00+00:00,2.0799,2.0799,2.0799,2.0799,2
2004-06-24 17:00:00+00:00,2.08415,2.08415,2.08415,2.08415,2
2004-06-25 17:00:00+00:00,2.08045,2.08045,2.08045,2.08045,2
2004-06-27 17:00:00+00:00,2.07955,2.07955,2.07955,2.07955,2
2004-06-28 17:00:00+00:00,2.08475,2.08475,2.08475,2.08475,2
2004-06-29 17:00:00+00:00,2.07255,2.07255,2.07255,2.07255,2
2004-06-30 17:00:00+00:00,2.0954,2.0954,2.0954,2.0954,2
2004-07-01 17:00:00+00:00,2.08445,2.08445,2.08445,2.08445,2
2004-07-02 17:00:00+00:00,2.10775,2.10775,2.10775,2.10775,2
2004-07-04 17:00:00+00:00,2.10895,2.10895,2.10895,2.10895,2
2004-07-05 17:00:00+00:00,2.10955,2.10955,2.10955,2.10955,2
2004-07-06 17:00:00+00:00,2.10795,2.10795,2.10795,2.10795,2
2004-07-07 17:00:00+00:00,2.11265,2.11265,2.11265,2.11265,2
2004-07-08 17:00:00+00:00,2.11465,2.11465,2.11465,2.11465,2
2004-07-09 17:00:00+00:00,2.11265,2.11265,2.11265,2.11265,2
2004-07-11 17:00:00+00:00,2.11315,2.11315,2.11315,2.11315,2
2004-07-12 17:00:00+00:00,2.10405,2.10405,2.10405,2.10405,2
2004-07-13 17:00:00+00:00,2.09665,2.09665,2.09665,2.09665,2
2004-07-14 17:00:00+00:00,2.1083,2.1083,2.1083,2.1083,2
2004-07-15 17:00:00+00:00,2.10875,2.10875,2.10875,2.10875,2
2004-07-16 17:00:00+00:00,2.11715,2.11715,2.11715,2.11715,2
2004-07-18 17:00:00+00:00,2.11555,2.11555,2.11555,2.11555,2
2004-07-19 17:00:00+00:00,2.11465,2.11465,2.11465,2.11465,2
2004-07-20 17:00:00+00:00,2.10335,2.10335,2.10335,2.10335,2
2004-07-21 17:00:00+00:00,2.10225,2.10225,2.10225,2.10225,2
2004-07-22 17:00:00+00:00,2.1042,2.1042,2.1042,2.1042,2
2004-07-23 17:00:00+00:00,2.08525,2.08525,2.08525,2.08525,2
2004-07-25 17:00:00+00:00,2.08765,2.08765,2.08765,2.08765,2
2004-07-26 17:00:00+00:00,2.09095,2.09095,2.09095,2.09095,2
2004-07-27 17:00:00+00:00,2.07975,2.07975,2.07975,2.07975,2
2004-07-28 17:00:00+00:00,2.0836,2.0836,2.0836,2.0836,2
2004-07-29 17:00:00+00:00,2.07715,2.07715,2.07715,2.07715,2
2004-07-30 17:00:00+00:00,2.06555,2.06555,2.06555,2.06555,2
2004-08-01 17:00:00+00:00,2.071,2.071,2.071,2.071,2
2004-08-02 17:00:00+00:00,2.06435,2.06435,2.06435,2.06435,2
2004-08-03 17:00:00+00:00,2.07285,2.07285,2.07285,2.07285,2
2004-08-04 17:00:00+00:00,2.0758,2.0758,2.0758,2.0758,2
2004-08-05 17:00:00+00:00,2.07775,2.07775,2.07775,2.07775,2
2004-08-06 17:00:00+00:00,2.10955,2.10955,2.10955,2.10955,2
2004-08-08 17:00:00+00:00,2.11125,2.11125,2.11125,2.11125,2
2004-08-09 17:00:00+00:00,2.10595,2.10595,2.10595,2.10595,2
2004-08-10 17:00:00+00:00,2.09835,2.09835,2.09835,2.09835,2
2004-08-11 17:00:00+00:00,2.09205,2.09205,2.09205,2.09205,2
2004-08-12 17:00:00+00:00,2.10155,2.10155,2.10155,2.10155,2
2004-08-13 17:00:00+00:00,2.12015,2.12015,2.12015,2.12015,2
2004-08-15 17:00:00+00:00,2.11895,2.11895,2.11895,2.11895,2
2004-08-16 17:00:00+00:00,2.11885,2.11885,2.11885,2.11885,2
2004-08-17 17:00:00+00:00,2.11655,2.11655,2.11655,2.11655,2
2004-08-18 17:00:00+00:00,2.11225,2.11225,2.11225,2.11225,2
2004-08-19 17:00:00+00:00,2.11355,2.11355,2.11355,2.11355,2
2004-08-20 17:00:00+00:00,2.10245,2.10245,2.10245,2.10245,2
2004-08-22 17:00:00+00:00,2.10185,2.10185,2.10185,2.10185,2
2004-08-23 17:00:00+00:00,2.07825,2.07825,2.07825,2.07825,2
2004-08-24 17:00:00+00:00,2.069,2.069,2.069,2.069,2
2004-08-25 17:00:00+00:00,2.06785,2.06785,2.06785,2.06785,2
2004-08-26 17:00:00+00:00,2.07325,2.07325,2.07325,2.07325,2
2004-08-27 17:00:00+00:00,2.05575,2.05575,2.05575,2.05575,2
2004-08-29 17:00:00+00:00,2.05655,2.05655,2.05655,2.05655,2
2004-08-30 17:00:00+00:00,2.06495,2.06495,2.06495,2.06495,2
2004-08-31 17:00:00+00:00,2.08395,2.08395,2.08395,2.08395,2
2004-09-01 17:00:00+00:00,2.0801,2.0801,2.0801,2.0801,2
2004-09-02 17:00:00+00:00,2.07255,2.07255,2.07255,2.07255,2
2004-09-03 17:00:00+00:00,2.05425,2.05425,2.05425,2.05425,2
2004-09-05 17:00:00+00:00,2.05435,2.05435,2.05435,2.05435,2
2004-09-06 17:00:00+00:00,2.05685,2.05685,2.05685,2.05685,2
2004-09-07 17:00:00+00:00,2.05725,2.05725,2.05725,2.05725,2
2004-09-08 17:00:00+00:00,2.06785,2.06785,2.06785,2.06785,2
2004-09-09 17:00:00+00:00,2.07435,2.07435,2.07435,2.07435,2
2004-09-10 17:00:00+00:00,2.08165,2.08165,2.08165,2.08165,2
2004-09-12 17:00:00+00:00,2.08225,2.08225,2.08225,2.08225,2
