timestamp,open,high,low,close,volume
2003-01-02 18:00:00+00:00,8.4923,8.4923,8.4923,8.4923,1
2003-01-03 18:00:00+00:00,8.4325,8.4325,8.43,8.43,2
2003-01-06 18:00:00+00:00,8.5275,8.5275,8.5275,8.5275,1
2003-01-07 18:00:00+00:00,8.6588,8.6588,8.6588,8.6588,1
2003-01-08 18:00:00+00:00,8.5553,8.5553,8.5553,8.5553,1
2003-01-09 18:00:00+00:00,8.561,8.561,8.561,8.561,1
2003-01-10 18:00:00+00:00,8.4885,8.4885,8.4885,8.4885,1
2003-01-10 22:00:00+00:00,8.4885,8.4885,8.4885,8.4885,1
2003-01-13 18:00:00+00:00,8.6563,8.6563,8.6563,8.6563,1
2003-01-14 18:00:00+00:00,8.823,8.823,8.823,8.823,1
2003-01-15 18:00:00+00:00,8.7465,8.7465,8.7465,8.7465,1
2003-01-16 18:00:00+00:00,8.805,8.805,8.805,8.805,1
2003-01-17 18:00:00+00:00,8.8463,8.8463,8.8463,8.8463,1
2003-01-18 10:00:00+00:00,8.85,8.85,8.85,8.85,1
2003-01-20 18:00:00+00:00,8.845,8.845,8.845,8.845,1
2003-01-21 18:00:00+00:00,9.055,9.055,9.055,9.055,1
2003-01-22 18:00:00+00:00,8.955,8.955,8.955,8.955,1
2003-01-23 18:00:00+00:00,8.7325,8.7325,8.7325,8.7325,1
2003-01-24 18:00:00+00:00,8.745,8.745,8.745,8.745,1
2003-01-24 22:00:00+00:00,8.745,8.745,8.745,8.745,1
2003-01-27 18:00:00+00:00,8.7248,8.7248,8.7248,8.7248,1
2003-01-28 18:00:00+00:00,8.7785,8.7785,8.7785,8.7785,1
2003-01-29 18:00:00+00:00,8.5663,8.5663,8.5663,8.5663,1
2003-01-30 18:00:00+00:00,8.57,8.57,8.57,8.57,1
2003-01-31 18:00:00+00:00,8.5115,8.5115,8.5115,8.5115,1
2003-01-31 22:00:00+00:00,8.5085,8.5085,8.5085,8.5085,1
2003-02-03 18:00:00+00:00,8.528,8.528,8.528,8.528,1
2003-02-04 18:00:00+00:00,8.326,8.326,8.326,8.326,1
2003-02-05 18:00:00+00:00,8.376,8.376,8.376,8.376,1
2003-02-06 18:00:00+00:00,8.381,8.381,8.381,8.381,1
2003-02-07 18:00:00+00:00,8.3805,8.3805,8.3805,8.3805,1
2003-02-07 22:00:00+00:00,8.3723,8.3723,8.3723,8.3723,1
2003-02-10 18:00:00+00:00,8.5348,8.5348,8.5348,8.5348,1
2003-02-11 18:00:00+00:00,8.3723,8.3723,8.3723,8.3723,1
2003-02-12 18:00:00+00:00,8.381,8.381,8.381,8.381,1
2003-02-13 18:00:00+00:00,8.3113,8.3113,8.3113,8.3113,1
2003-02-14 18:00:00+00:00,8.326,8.326,8.326,8.326,1
2003-02-16 18:00:00+00:00,8.3385,8.3385,8.3385,8.3385,1
2003-02-17 18:00:00+00:00,8.3935,8.3935,8.3935,8.3935,1
2003-02-18 18:00:00+00:00,8.4083,8.4083,8.4083,8.4083,1
2003-02-19 18:00:00+00:00,8.2585,8.2585,8.2585,8.2585,1
2003-02-20 18:00:00+00:00,8.091,8.091,8.091,8.091,1
2003-02-21 18:00:00+00:00,8.071,8.071,8.071,8.071,1
2003-02-23 18:00:00+00:00,8.0523,8.0523,8.0523,8.0523,1
2003-02-24 18:00:00+00:00,8.0968,8.0968,8.0968,8.0968,1
2003-02-25 18:00:00+00:00,8.091,8.091,8.091,8.091,1
2003-02-26 18:00:00+00:00,8.1673,8.1673,8.1673,8.1673,1
2003-02-27 18:00:00+00:00,7.9995,7.9995,7.9995,7.9995,1
2003-02-28 18:00:00+00:00,8.105,8.105,8.105,8.105,1
2003-03-01 06:00:00+00:00,8.095,8.095,8.095,8.095,1
2003-03-03 18:00:00+00:00,7.9163,7.9163,7.9163,7.9163,1
2003-03-04 18:00:00+00:00,7.9688,7.9688,7.9688,7.9688,1
2003-03-05 18:00:00+00:00,7.9628,7.9628,7.9628,7.9628,1
2003-03-06 18:00:00+00:00,7.9938,7.9938,7.9938,7.9938,1
2003-03-07 18:00:00+00:00,7.9425,7.9425,7.9425,7.9425,1
2003-03-09 14:00:00+00:00,7.945,7.945,7.945,7.945,1
2003-03-10 18:00:00+00:00,7.8885,7.8885,7.8885,7.8885,1
2003-03-11 18:00:00+00:00,7.9073,7.9073,7.9073,7.9073,1
2003-03-12 18:00:00+00:00,8.035,8.035,8.035,8.035,1
2003-03-13 18:00:00+00:00,8.1625,8.1625,8.1625,8.1625,1
2003-03-14 18:00:00+00:00,8.1925,8.1925,8.1925,8.1925,1
2003-03-14 22:00:00+00:00,8.195,8.195,8.195,8.195,1
2003-03-17 18:00:00+00:00,8.25,8.25,8.25,8.25,1
2003-03-18 18:00:00+00:00,8.1803,8.1803,8.1803,8.1803,1
