ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,mfe_r,mae_r,partial
1000011,GBP_JPY,buy,1.27,186.1028,184.575,2015-01-02 10:00:00+00:00,2015-01-02 19:30:00+00:00,-1940.306000000017,0.0,184.2558592092439,0,0.053,0.97,
1000015_partial_1420227000,AUD_JPY,sell,0.2,98.044,97.624,2015-01-02 00:00:00+00:00,2015-01-02 19:30:00+00:00,84.00000000000034,0.0,101.57925435940716,0,,,True
1000004_partial_1420227000,AUD_USD,sell,0.54,0.8145735000000001,0.81107,2015-01-02 01:15:00+00:00,2015-01-02 19:30:00+00:00,189.18900000000562,0.0,0.8254962415990086,0,,,True
1000014_partial_1420227000,GBP_NZD,sell,0.27,2.0033279999999998,1.99068,2015-01-02 01:45:00+00:00,2015-01-02 19:30:00+00:00,341.4959999999938,0.0,2.0313275042858074,0,,,True
1000005_partial_1420227000,NZD_USD,sell,0.48,0.7757305,0.7703,2015-01-02 02:15:00+00:00,2015-01-02 19:30:00+00:00,260.6640000000002,0.0,0.7881121658705623,0,,,True
1000018_partial_1420227000,AUD_NZD,sell,0.3,1.05058,1.05294,2015-01-02 08:45:00+00:00,2015-01-02 19:30:00+00:00,-70.79999999999752,0.0,1.0637983392038253,0,,,True
1000013_partial_1420227000,GBP_CAD,buy,0.22,1.8063,1.80238,2015-01-02 09:15:00+00:00,2015-01-02 19:30:00+00:00,-86.23999999999832,0.0,1.7753837133970607,0,,,True
1000007_partial_1420227000,EUR_CHF,sell,1.63,1.2020199999999999,1.20198,2015-01-02 13:45:00+00:00,2015-01-02 19:30:00+00:00,6.519999999970327,0.0,1.2045375770947562,0,,,True
1000017_partial_1420227000,AUD_CAD,sell,0.24,0.95328,0.95332,2015-01-02 16:15:00+00:00,2015-01-02 19:30:00+00:00,-0.9599999999982956,0.0,0.9682021852767402,0,,,True
1000015,AUD_JPY,sell,0.48000000000000004,98.044,97.388,2015-01-02 00:00:00+00:00,2015-01-04 22:00:00+00:00,314.879999999996,0.0,101.57925435940716,0,0.233,0.015,
1000018,AUD_NZD,sell,0.71,1.05058,1.05168,2015-01-02 08:45:00+00:00,2015-01-04 22:00:00+00:00,-78.0999999999914,0.0,1.0637983392038253,0,0.098,0.222,
1000013,GBP_CAD,buy,0.52,1.8063,1.79841,2015-01-02 09:15:00+00:00,2015-01-04 22:00:00+00:00,-410.27999999999753,0.0,1.7753837133970607,0,0.038,0.581,
1000007,EUR_CHF,sell,3.8100000000000005,1.2020199999999999,1.20208,2015-01-02 13:45:00+00:00,2015-01-04 22:00:00+00:00,-22.860000000065163,0.0,1.2045375770947562,0,0.071,0.512,
1000017,AUD_CAD,sell,0.5700000000000001,0.95328,0.95282,2015-01-02 16:15:00+00:00,2015-01-04 22:00:00+00:00,26.22000000000091,0.0,0.9682021852767402,0,0.212,0.042,
1000005,NZD_USD,sell,1.11,0.7757305,0.76844,2015-01-02 02:15:00+00:00,2015-01-04 22:00:00+00:00,809.2454999999975,0.0,0.7881121658705623,0,0.707,0.06,
1000004,AUD_USD,sell,1.26,0.8145735000000001,0.80814,2015-01-02 01:15:00+00:00,2015-01-04 22:00:00+00:00,810.6210000000117,0.0,0.8254962415990086,0,0.732,0.013,
1000014,GBP_NZD,sell,0.63,2.0033279999999998,1.9848,2015-01-02 01:45:00+00:00,2015-01-04 22:00:00+00:00,1167.2639999999924,0.0,2.0313275042858074,0,1.007,0.129,
1000034_partial_1420461900,GBP_NZD,sell,0.23,2.0033279999999998,1.9848034384846374,2015-01-05 03:15:00+00:00,2015-01-05 12:45:00+00:00,426.06491485333555,0.0,2.0318273254082495,0,,,True
1000038,NZD_CAD,buy,1.9000000000000001,0.90374,0.90426,2015-01-05 00:45:00+00:00,2015-01-05 22:00:00+00:00,98.79999999999333,0.0,0.8912599416319067,0,0.497,0.304,
1000036,AUD_CAD,sell,1.35,0.95057,0.95111,2015-01-05 05:30:00+00:00,2015-01-05 22:00:00+00:00,-72.89999999999797,0.0,0.9682434577569731,0,0.081,0.287,
1000037,AUD_NZD,sell,2.2,1.0518699999999999,1.05176,2015-01-05 11:00:00+00:00,2015-01-05 22:00:00+00:00,24.199999999963143,0.0,1.0638156006892663,0,0.152,0.064,
1000042,XAG_USD,sell,0.33,16.109000587463377,16.1893,2015-01-05 14:30:00+00:00,2015-01-05 22:00:00+00:00,-132.49403068542608,0.0,17.328409118048857,0,0.159,0.134,
1000034,GBP_NZD,sell,0.6900000000000001,2.0033279999999998,1.98339,2015-01-05 03:15:00+00:00,2015-01-05 22:00:00+00:00,1375.7219999999854,0.0,2.0061779325408247,0,1.029,0.106,
1000035_partial_1420495200,AUD_JPY,sell,1.4,97.3362,96.733,2015-01-05 00:45:00+00:00,2015-01-05 22:00:00+00:00,844.4800000000015,0.0,98.62918895270246,0,,,True
1000035_partial_1420497900,AUD_JPY,sell,0.47,97.3362,96.49575718074341,2015-01-05 00:45:00+00:00,2015-01-05 22:45:00+00:00,395.0081250505994,0.0,98.62918895270246,0,,,True
1000035,AUD_JPY,sell,2.220446049250313e-16,97.3362,96.839,2015-01-05 00:45:00+00:00,2015-01-06 06:30:00+00:00,1.1040057756872702e-13,0.0,97.46549889527026,0,0.727,0.059,
1000062,AUD_CAD,sell,1.52,0.95129,0.95752,2015-01-06 00:00:00+00:00,2015-01-06 06:30:00+00:00,-946.9600000000104,0.0,0.9682846393457607,0,0.019,0.382,
1000067,XAG_USD,sell,0.2,16.143,16.32447,2015-01-06 00:00:00+00:00,2015-01-06 06:30:00+00:00,-181.47000000000094,0.0,17.33052279280074,0,0.019,0.156,
1000054,AUD_USD,sell,2.36,0.8131385,0.81534,2015-01-06 02:30:00+00:00,2015-01-06 06:30:00+00:00,-519.5539999999922,0.0,0.8221637746440431,0,0.087,0.286,
1000083,NZD_USD,sell,1.69,0.77464,0.77812,2015-01-07 00:00:00+00:00,2015-01-07 22:00:00+00:00,-588.1200000000065,0.0,0.7871701004089037,0,0.261,0.386,
1000084,EUR_GBP,sell,0.77,0.7852135,0.78336,2015-01-07 10:00:00+00:00,2015-01-07 22:00:00+00:00,142.71950000000487,0.0,0.7980708395584496,0,0.29,0.011,
1000096,CAD_JPY,buy,1.28,100.939,100.854,2015-01-07 13:00:00+00:00,2015-01-07 22:00:00+00:00,-108.799999999992,0.0,99.5500898174038,0,0.173,0.303,
1000091,GBP_AUD,buy,0.47000000000000003,1.87036,1.8706,2015-01-07 19:45:00+00:00,2015-01-07 22:00:00+00:00,11.280000000000845,0.0,1.830979470766184,0,0.081,0.019,
1000087,EUR_CAD,sell,0.96,1.408922,1.39945,2015-01-07 10:00:00+00:00,2015-01-07 22:00:00+00:00,909.3119999999927,0.0,1.4272211930920062,0,0.613,0.0,
1000109,GBP_AUD,buy,0.38,1.866925,1.85693,2015-01-08 00:30:00+00:00,2015-01-08 22:00:00+00:00,-379.8099999999991,0.0,1.830913794282885,0,0.013,0.392,
1000112,AUD_JPY,sell,1.37,96.78399999999999,97.242,2015-01-08 01:15:00+00:00,2015-01-08 22:00:00+00:00,-627.4600000000173,0.0,98.5886348984545,0,0.019,0.265,
1000115,CAD_JPY,buy,1.49,101.139,101.166,2015-01-08 01:30:00+00:00,2015-01-08 22:00:00+00:00,40.230000000001525,0.0,99.46869529292854,0,0.267,0.099,
