ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,mfe_r,mae_r,partial
1000019,AUD_CHF,buy,2.62,0.76052,0.76106,2018-01-02 00:00:00+00:00,2018-01-02 22:00:00+00:00,141.47999999999607,0.0,0.7495903280386071,0,0.303,0.105,
1000002,USD_JPY,buy,3.29,112.291,112.334,2018-01-02 09:45:00+00:00,2018-01-02 22:00:00+00:00,141.47000000002095,0.0,110.80536934844433,0,0.05,0.157,
1000016,GBP_CAD,sell,2.14,1.70008,1.7009,2018-01-02 11:00:00+00:00,2018-01-02 22:00:00+00:00,-175.4800000000092,0.0,1.7256186287628181,0,0.114,0.051,
1000014,GBP_CHF,sell,3.33,1.32038,1.32094,2018-01-02 15:45:00+00:00,2018-01-02 22:00:00+00:00,-186.4799999999647,0.0,1.33308805021934,0,0.098,0.142,
1000017_partial_1514930400,GBP_NZD,buy,2.42,1.90596,1.91269,2018-01-02 00:00:00+00:00,2018-01-02 22:00:00+00:00,1628.6599999999767,0.0,1.8866421717594837,0,,,True
1000012_partial_1514930400,EUR_NZD,buy,2.61,1.6918405,1.69673,2018-01-02 00:30:00+00:00,2018-01-02 22:00:00+00:00,1276.1594999999977,0.0,1.6742303565731143,0,,,True
1000017,GBP_NZD,buy,0.8000000000000003,1.90596,1.9185165883563358,2018-01-02 00:00:00+00:00,2018-01-03 02:00:00+00:00,1004.5270685068533,0.0,1.8866421717594837,0,0.746,0.46,
1000012,EUR_NZD,buy,0.8700000000000001,1.6918405,1.69424,2018-01-02 00:30:00+00:00,2018-01-03 22:00:00+00:00,208.75649999999027,0.0,1.6742303565731143,0,0.618,0.281,
1000023,USD_CHF,sell,3.44,0.97702,0.97705,2018-01-03 14:30:00+00:00,2018-01-03 22:00:00+00:00,-10.319999999991225,0.0,0.9855873632615919,0,0.145,0.324,
1000021,GBP_USD,buy,2.33,1.35179,1.35159,2018-01-03 15:00:00+00:00,2018-01-03 22:00:00+00:00,-46.59999999999487,0.0,1.3330206348177727,0,0.054,0.127,
1000033,GBP_CHF,sell,3.44,1.3204699999999998,1.32028,2018-01-03 15:45:00+00:00,2018-01-03 22:00:00+00:00,65.35999999996989,0.0,1.3329496180608158,0,0.084,0.087,
1000022,USD_JPY,buy,2.9,112.514,112.497,2018-01-03 19:00:00+00:00,2018-01-03 22:00:00+00:00,-49.29999999998813,0.0,110.81145010926974,0,0.056,0.06,
1000037,AUD_CHF,buy,2.7800000000000002,0.760039,0.76572,2018-01-03 02:30:00+00:00,2018-01-03 22:00:00+00:00,1579.3179999999822,0.0,0.7495017331787066,0,0.678,0.102,
1000035_partial_1515016800,GBP_CAD,sell,1.77,1.70236,1.69449,2018-01-03 02:00:00+00:00,2018-01-03 22:00:00+00:00,1392.9900000000077,0.0,1.7255580124226169,0,,,True
1000052,GBP_CHF,sell,3.61,1.32022,1.32076,2018-01-04 00:00:00+00:00,2018-01-04 22:00:00+00:00,-194.93999999999457,0.0,1.3327889310564718,0,0.092,0.255,
1000054,GBP_NZD,buy,3.45,1.9056885,1.89378,2018-01-04 02:45:00+00:00,2018-01-04 22:00:00+00:00,-4108.432499999957,0.0,1.8877054274703617,0,0.058,0.755,
1000050,EUR_NZD,buy,3.92,1.6918405,1.68646,2018-01-04 04:15:00+00:00,2018-01-04 22:00:00+00:00,-2109.1560000000036,0.0,1.6760194196982465,0,0.304,0.412,
1000035_partial_1515103200,GBP_CAD,sell,0.44,1.70236,1.69198,2018-01-03 02:00:00+00:00,2018-01-04 22:00:00+00:00,456.7200000000024,0.0,1.7255580124226169,0,,,True
1000035,GBP_CAD,sell,0.14999999999999986,1.70236,1.6872812919252993,2018-01-03 02:00:00+00:00,2018-01-05 13:30:00+00:00,226.18062112051172,0.0,1.7255580124226169,0,1.034,0.036,
1000071_partial_1515180600,GBP_CHF,buy,0.48,1.3226,1.32368,2018-01-05 05:00:00+00:00,2018-01-05 19:30:00+00:00,51.839999999998554,0.0,1.2960009925904188,0,,,True
1000071,GBP_CHF,buy,1.12,1.3226,1.32154,2018-01-05 05:00:00+00:00,2018-01-07 22:00:00+00:00,-118.72000000000682,0.0,1.2960009925904188,0,0.132,0.058,
1000096,GBP_CHF,buy,1.6400000000000001,1.3220315,1.32541,2018-01-08 06:45:00+00:00,2018-01-08 22:00:00+00:00,554.073999999992,0.0,1.2960902074053888,0,0.188,0.018,
1000103,EUR_GBP,buy,4.41,0.8837895,0.88214,2018-01-08 12:45:00+00:00,2018-01-08 22:00:00+00:00,-727.4294999999869,0.0,0.876505275950015,0,0.103,0.312,
1000092,EUR_CHF,buy,4.05,1.16911,1.16914,2018-01-08 15:00:00+00:00,2018-01-08 22:00:00+00:00,12.149999999989669,0.0,1.158595974283662,0,0.106,0.069,
