ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,partial,mfe_r,mae_r
1000000_partial_1641222000,EUR_USD,sell,0.53,1.1350259999999999,1.1305877500000001,2022-01-03 01:30:00+00:00,2022-01-03 15:00:00+00:00,235.227249999987,0.0,1.141981,0,True,,
1000009,EUR_CHF,sell,2.47,1.0381,1.0376,2022-01-03 13:15:00+00:00,2022-01-03 22:00:00+00:00,123.49999999998641,0.0,1.0453404829584227,0,,0.16,0.146
1000010,EUR_AUD,sell,1.37,1.57117,1.57082,2022-01-03 13:45:00+00:00,2022-01-03 22:00:00+00:00,47.94999999997951,0.0,1.5908764384299496,0,,0.194,0.094
1000012,EUR_NZD,buy,1.41,1.6686145000000001,1.66527,2022-01-03 14:00:00+00:00,2022-01-03 22:00:00+00:00,-471.57450000001177,0.0,1.6482200400108789,0,,0.025,0.36
1000006,NZD_USD,buy,1.77,0.67852,0.67831,2022-01-03 14:30:00+00:00,2022-01-03 22:00:00+00:00,-37.1700000000077,0.0,0.667459047609254,0,,0.103,0.094
1000016,GBP_CAD,buy,1.1500000000000001,1.7180600000000001,1.71882,2022-01-03 14:30:00+00:00,2022-01-03 22:00:00+00:00,87.39999999998527,0.0,1.69655992892973,0,,0.082,0.18
1000005,AUD_USD,buy,1.78,0.71904,0.71914,2022-01-03 15:00:00+00:00,2022-01-03 22:00:00+00:00,17.79999999999804,0.0,0.708054121948522,0,,0.096,0.056
1000003,USD_CHF,sell,2.33,0.9189,0.91881,2022-01-03 15:15:00+00:00,2022-01-03 22:00:00+00:00,20.97000000000804,0.0,0.9265692903187313,0,,0.13,0.146
1000004,USD_CAD,sell,1.19,1.2777895000000001,1.27558,2022-01-03 15:45:00+00:00,2022-01-03 22:00:00+00:00,262.93050000002347,0.0,1.2986793437800817,0,,0.163,0.0
1000000,EUR_USD,sell,1.5799999999999998,1.1350259999999999,1.12957,2022-01-03 01:30:00+00:00,2022-01-03 22:00:00+00:00,862.0479999999849,0.0,1.1357665,0,,1.013,0.232
