ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,mfe_r,mae_r,partial
1000011,EUR_CAD,buy,1.6600000000000001,1.44827,1.45023,2023-01-02 00:00:00+00:00,2023-01-02 02:45:00+00:00,325.3599999999937,0.0,1.4317368040205112,0,0.151,0.123,
1000017,GBP_NZD,sell,0.43,1.90469,1.91341,2023-01-02 00:00:00+00:00,2023-01-02 02:45:00+00:00,-374.9600000000026,0.0,1.9305890837305792,0,0.676,0.938,
1000006,NZD_USD,sell,1.09,0.6327,0.6312,2023-01-02 01:30:00+00:00,2023-01-02 02:45:00+00:00,163.5000000000062,0.0,0.6506898350146003,0,0.352,0.419,
1000026,EUR_CHF,sell,1.97,0.98612,0.9878,2023-01-03 00:00:00+00:00,2023-01-03 22:00:00+00:00,-330.96000000000294,0.0,0.9953572101362592,0,0.225,0.48,
1000027,EUR_AUD,buy,1.31,1.56759,1.56792,2023-01-03 00:00:00+00:00,2023-01-03 22:00:00+00:00,43.22999999999233,0.0,1.5455961530663753,0,0.301,0.257,
1000048_partial_1672817400,GBP_AUD,sell,0.19,1.78146,1.760335190522885,2023-01-04 00:00:00+00:00,2023-01-04 07:30:00+00:00,401.3713800651857,0.0,1.8139597068878692,0,,,True
1000038_partial_1672819200,AUD_USD,buy,0.35,0.6763835,0.6854184476165031,2023-01-04 01:30:00+00:00,2023-01-04 08:00:00+00:00,316.22316657760604,0.0,0.6623566575130723,0,,,True
1000044,EUR_CAD,buy,1.79,1.445046,1.4300576830585021,2023-01-04 08:00:00+00:00,2023-01-04 17:45:00+00:00,-2682.9087325281307,0.0,1.4301076830585022,0,0.048,1.025,
1000047,GBP_CHF,sell,1.02,1.12136,1.12161,2023-01-04 00:00:00+00:00,2023-01-04 22:00:00+00:00,-25.500000000008516,0.0,1.1385840215783916,0,0.281,0.065,
1000042,EUR_CHF,buy,3.3000000000000003,0.98578,0.98616,2023-01-04 06:45:00+00:00,2023-01-04 22:00:00+00:00,125.40000000001551,0.0,0.9802528571428571,0,0.175,0.427,
1000039,NZD_USD,sell,1.35,0.62946,0.62909,2023-01-04 07:15:00+00:00,2023-01-04 22:00:00+00:00,49.9499999999975,0.0,0.64390729435701,0,0.111,0.403,
1000034,GBP_USD,sell,1.0,1.2056,1.20569,2023-01-04 08:00:00+00:00,2023-01-04 22:00:00+00:00,-8.999999999992347,0.0,1.2250920815776516,0,0.215,0.163,
1000035,USD_JPY,sell,1.32,132.0894,132.6,2023-01-04 15:45:00+00:00,2023-01-04 22:00:00+00:00,-673.9919999999768,0.0,134.02704285714287,0,0.077,0.324,
1000041,EUR_JPY,sell,0.88,140.01,140.581,2023-01-04 15:45:00+00:00,2023-01-04 22:00:00+00:00,-502.4799999999982,0.0,142.0052142857143,0,0.07,0.376,
1000048,GBP_AUD,sell,0.5700000000000001,1.78146,1.76354,2023-01-04 00:00:00+00:00,2023-01-04 22:00:00+00:00,1021.4399999999965,0.0,1.784709970688787,0,0.952,0.0,
1000038,AUD_USD,buy,1.0500000000000003,0.6763835,0.68366,2023-01-04 01:30:00+00:00,2023-01-04 22:00:00+00:00,764.0325000000022,0.0,0.6749358157513072,0,0.875,0.034,
1000037_partial_1672869600,USD_CAD,sell,1.22,1.3564034999999999,1.34808,2023-01-04 08:45:00+00:00,2023-01-04 22:00:00+00:00,1015.4669999999911,0.0,1.3728703877954043,0,,,True
