trade_id,symbol,direction,entry_date,exit_date,entry_price,exit_price,stop_loss,take_profit,result_r,profit_usd,win,confluence_score,quality_factors
1,GBP_NZD,bearish,2023-01-01 22:00:00+00:00,2023-01-18 22:00:00+00:00,1.91768,1.939295448069282,1.9394148417388353,1.904639094956699,-0.99,-1093.96,0,15,0
2,EUR_JPY,bearish,2023-01-01 22:00:00+00:00,2023-02-14 22:00:00+00:00,140.03824999999998,143.02100471998372,143.06716116664973,138.22090330001012,-0.98,-1083.24,0,14,0
3,NZD_CAD,bearish,2023-01-01 22:00:00+00:00,2023-01-03 22:00:00+00:00,0.86688276,0.850695632056217,0.8801667819166925,0.8589123468499844,1.22,1340.4,1,14,0
4,NZD_CAD,bearish,2023-01-01 22:00:00+00:00,2023-01-03 22:00:00+00:00,0.865286,0.8470199064093443,0.8802005832083574,0.8563372500749856,1.22,1347.19,1,14,0
5,USD_CAD,bullish,2023-01-02 22:00:00+00:00,2023-01-03 22:00:00+00:00,1.36319808,1.3518831749415958,1.3526331749415959,1.3695370230350425,-1.07,-1178.09,0,15,0
6,GBP_CHF,bearish,2023-01-02 22:00:00+00:00,2023-01-19 22:00:00+00:00,1.1258235,1.1389131148685343,1.1386772654880566,1.1181112407071663,-1.02,-1120.18,0,15,0
7,EUR_JPY,bearish,2023-01-02 22:00:00+00:00,2023-01-09 22:00:00+00:00,139.59322,141.90364961141347,141.92179251188904,138.19607649286658,-0.99,-1091.43,0,14,0
8,USD_CHF,bullish,2023-01-02 22:00:00+00:00,2023-01-08 22:00:00+00:00,0.93620296,0.9165331759199153,0.9172831759199154,0.9475548304480508,-1.04,-1143.61,0,15,0
9,CHF_JPY,bearish,2023-01-02 22:00:00+00:00,2023-01-12 22:00:00+00:00,141.782886,139.10434545103513,143.94252564624693,140.4871022122518,1.24,1364.3,1,15,0
10,CAD_JPY,bearish,2023-01-02 22:00:00+00:00,2023-01-03 22:00:00+00:00,96.751292,98.16957892678688,98.09457892678688,95.94531984392788,-1.06,-1161.42,0,15,0
11,EUR_USD,bearish,2023-01-02 22:00:00+00:00,2023-01-11 22:00:00+00:00,1.0540043000000001,1.0789675288660256,1.0782175288660256,1.039476362680385,-1.03,-1134.07,0,15,0
12,EUR_USD,bullish,2023-01-02 22:00:00+00:00,2023-01-12 22:00:00+00:00,1.05663868,1.0828444977217628,1.044789968913511,1.0637479066518936,2.21,2432.87,1,15,0
13,USD_CAD,bullish,2023-01-03 22:00:00+00:00,2023-01-04 22:00:00+00:00,1.36044,1.3518420910171962,1.3525920910171962,1.3651487453896824,-1.1,-1205.12,0,15,0
14,EUR_AUD,bullish,2023-01-03 22:00:00+00:00,2023-01-08 22:00:00+00:00,1.56553982,1.544482832906022,1.545232832906022,1.5777240122563867,-1.04,-1140.63,0,15,0
15,NZD_CAD,bullish,2023-01-03 22:00:00+00:00,2023-01-18 22:00:00+00:00,0.84836016,0.8742490525181014,0.8274669109661951,0.860896109420283,1.24,1363.01,1,14,0
16,AUD_CHF,bearish,2023-01-03 22:00:00+00:00,2023-01-08 22:00:00+00:00,0.62974152,0.6405005002014096,0.6397505002014096,0.6237361318791543,-1.07,-1182.43,0,15,0
17,CHF_JPY,bearish,2023-01-03 22:00:00+00:00,2023-01-15 22:00:00+00:00,142.271846,138.16047558957635,145.55527377288132,140.3017893362712,1.25,1377.37,1,15,0
18,CAD_JPY,bearish,2023-01-03 22:00:00+00:00,2023-01-08 22:00:00+00:00,96.909822,99.08711576730896,99.01211576730896,95.64844573961463,-1.04,-1139.24,0,15,0
19,USD_JPY,bearish,2023-01-03 22:00:00+00:00,2023-01-15 22:00:00+00:00,131.763984,127.4307452410942,135.22142616384767,129.68951870169138,1.25,1378.64,1,15,0
20,AUD_CAD,bullish,2023-01-04 22:00:00+00:00,2023-01-12 22:00:00+00:00,0.9162,0.9305413339565876,0.9043636596418921,0.9233018042148647,1.21,1332.8,1,14,0
21,AUD_USD,bullish,2023-01-04 22:00:00+00:00,2023-01-09 22:00:00+00:00,0.673967,0.6880459891729025,0.662336420256547,0.6809453478460717,1.21,1331.57,1,15,0
22,AUD_USD,bullish,2023-01-04 22:00:00+00:00,2023-01-09 22:00:00+00:00,0.67511,0.6906960278310368,0.662297429152128,0.6827975425087232,1.22,1338.11,1,14,0
23,USD_CAD,bullish,2023-01-04 22:00:00+00:00,2023-01-05 22:00:00+00:00,1.35786192,1.3461547203490127,1.3469047203490128,1.3644362397905923,-1.07,-1175.29,0,15,0
24,USD_CAD,bearish,2023-01-04 22:00:00+00:00,2023-01-09 22:00:00+00:00,1.3571,1.337369090784504,1.3731634582082322,1.3474619250750606,1.23,1351.14,1,14,0
25,USD_JPY,bullish,2023-01-04 22:00:00+00:00,2023-01-11 22:00:00+00:00,133.47302,129.01087570499863,129.0858757049986,136.10530657700082,-1.02,-1118.8,0,15,0
26,XAG_USD,bearish,2023-01-05 00:00:00+00:00,2023-02-02 00:00:00+00:00,23.341060047149657,24.43894316935612,24.43144316935612,22.68683017382578,-1.01,-1107.57,0,15,0
27,AUD_USD,bullish,2023-01-05 22:00:00+00:00,2023-01-09 22:00:00+00:00,0.6731889,0.6896480710604914,0.6633831045239365,0.6790723772856381,1.68,1846.37,1,15,0
28,USD_CAD,bullish,2023-01-05 22:00:00+00:00,2023-01-08 22:00:00+00:00,1.36319808,1.3434078233770723,1.3441578233770723,1.3746222339737568,-1.04,-1143.33,0,15,0
